Week Start Date,Agency,Final Incident Type,# of Incidents Calculated,Call to First Pickup,Call to PD Calltaker Handoff,Call to FDNY Pickup,Call to FDNY Job Creation,Call to EMS Pickup,Call to Agency Job Creation,Call to Agency Dispatch,Call to Agency Arrival,Call to First Arrival (Multi-Agency Incidents),Median Pickup,Median Calltaker Handoff,Median FDNY Pickup,Median FDNY Job Creation,Median Ems Pickup,Median Ems Job Creation,Median Dispatch,Median Travel,Median Cumulative First Arrival  (Multi-Agency Incidents),Average Travel,Average Dispatch,Average EMS Processing,Average EMS Pickup,Average Calltaker Processing,Average Pickup,Average FD Pickup,Average FD Processing
12/18/2017,EMS,2. Non-Life Threatening Med Emergencies,"14,262",3.83,91.79,,,100.19,133.61,223.31,807.93,696.58,3,83.5,,,11.5,42.5,83.5,473.5,557.5,9.74,1.97,0.42,0.18,1.47,0.06,,
12/18/2017,FDNY,1. Structural Fires,378,3.77,76.63,,,,,91.05,292.86,290.46,3,61,,,,,11,193,276,3.36,0.24,,,1.21,0.06,,
12/18/2017,FDNY,2. Non-Structural Fires,549,3.77,102.55,,,,,118.07,367.12,358.10,3,62,,,,,12,241,329,4.15,0.26,,,1.65,0.06,,
12/18/2017,FDNY,3. Medical Emergencies,"3,292",3.86,200.70,,,72.59,196.38,232.81,517.78,442.63,3,113,,,5,53,8,267,398,4.75,0.54,2.11,0.09,3.28,0.06,,
12/18/2017,FDNY,4. Non-Medical Emergencies,"3,125",3.93,177.68,,,,,195.63,499.69,457.01,3,79,,,,,13,270,377,5.07,0.30,,,2.90,0.07,,
12/18/2017,NYPD,1. Critical,"1,056",3.77,119.23,,,,,234.35,415.89,395.84,3,88,,,,,62,138,327,3.03,1.92,,,1.92,0.06,,
12/18/2017,NYPD,2. Serious,"2,469",3.79,119.50,,,,,247.84,562.03,543.62,3,91,,,,,70,186,395,5.24,2.14,,,1.93,0.06,,
12/18/2017,NYPD,3. Non-Critical,648,3.96,165.94,,,,,567.30,"1,312.28","1,299.74",3,138,,,,,125.5,416,768,12.42,6.69,,,2.70,0.07,,
12/18/2017,NYPD (Non-CIP),Alarms,"2,430",3.80,125.39,,,,,747.04,"2,983.64","2,978.51",3,106,,,,,266,"1,082","1,744",37.28,10.36,,,2.03,0.06,,
12/18/2017,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,382",3.87,171.22,,,,,776.78,"2,429.46","2,405.46",3,147,,,,,229,698,"1,379.5",27.54,10.09,,,2.79,0.06,,
12/18/2017,NYPD (Non-CIP),Dispute,"5,553",3.79,179.21,,,,,852.10,"2,863.50","2,849.23",3,154,,,,,229,885,"1,568",33.52,11.21,,,2.92,0.06,,
12/18/2017,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,540,4.05,116.47,,,,,208.08,"2,470.65","1,069.87",3,83.5,,,,,56,"1,298",414,37.71,1.53,,,1.87,0.07,,
12/18/2017,NYPD (Non-CIP),Other Crimes (In Progress),"2,822",3.99,162.01,,,,,456.51,"1,156.28","1,153.30",3,135,,,,,116,324,660.5,11.66,4.91,,,2.63,0.07,,
12/18/2017,NYPD (Non-CIP),Past Crime,"3,511",3.82,213.48,,,,,"1,029.91","4,402.68","4,337.68",3,180,,,,,312,"1,827","2,599",56.21,13.61,,,3.49,0.06,,
12/18/2017,NYPD (Non-CIP),Police Officer/Security Holding Suspect,261,4.11,100.22,,,,,449.36,"1,881.01","1,857.79",3,76,,,,,141,734,"1,065",23.86,5.82,,,1.60,0.07,,
12/18/2017,NYPD (Non-CIP),Possible Crimes,"8,457",3.77,149.15,,,,,809.38,"3,119.07","3,019.46",3,114,,,,,256,"1,104","1,722",38.49,11.00,,,2.42,0.06,,
12/18/2017,NYPD (Non-CIP),Vehicle Accident,"4,060",3.76,174.07,,,,,995.29,"4,154.75","4,068.24",3,147,,,,,354,"1,908","2,720",52.66,13.69,,,2.84,0.06,,
12/11/2017,EMS,1. Life Threating Med Emergencies,"10,232",4.23,65.09,,,70.63,119.27,156.34,564.51,499.65,3,67.25,,,12,39.5,80.75,350.5,423.25,6.80,1.38,0.71,0.12,1.02,0.07,,
12/11/2017,EMS,2. Non-Life Threatening Med Emergencies,"14,473",4.16,88.47,,,96.00,124.40,220.85,826.82,718.51,3,84,,,12,42,85.5,492,565.5,10.10,1.98,0.33,0.16,1.41,0.07,,
12/11/2017,FDNY,1. Structural Fires,385,3.96,73.99,,,,,87.63,294.72,290.81,3,62,,,,,11,203,284,3.45,0.23,,,1.17,0.07,,
12/11/2017,FDNY,2. Non-Structural Fires,589,3.98,129.26,,,,,143.62,403.76,388.11,3,67,,,,,11,246.5,338,4.33,0.24,,,2.09,0.07,,
12/11/2017,FDNY,3. Medical Emergencies,"3,157",4.24,197.92,,,73.56,193.66,231.87,523.21,433.25,3,116,,,5,53,7,271,402,4.85,0.57,2.04,0.08,3.23,0.07,,
12/11/2017,FDNY,4. Non-Medical Emergencies,"3,323",4.13,187.42,,,,,203.70,513.05,481.40,3,78,,,,,12,275,386,5.15,0.27,,,3.05,0.07,,
12/11/2017,NYPD,1. Critical,984,4.03,119.21,,,,,220.15,409.44,390.81,3,92,,,,,59,138,319,3.15,1.68,,,1.92,0.07,,
12/11/2017,NYPD,2. Serious,"2,277",4.01,120.64,,,,,263.97,567.25,549.79,3,91,,,,,71,190,404,5.05,2.39,,,1.94,0.07,,
12/11/2017,NYPD,3. Non-Critical,687,4.13,168.24,,,,,437.65,"1,076.33","1,067.55",3,140,,,,,119,364,735,10.64,4.49,,,2.74,0.07,,
12/11/2017,NYPD (Non-CIP),Alarms,"3,184",4.16,127.57,,,,,716.55,"2,868.65","2,867.92",3,108,,,,,253.5,"1,050","1,679",35.87,9.82,,,2.06,0.07,,
12/11/2017,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,234",4.16,170.86,,,,,692.35,"2,188.67","2,171.66",3,146,,,,,212.5,637,"1,230",24.94,8.69,,,2.78,0.07,,
12/11/2017,NYPD (Non-CIP),Dispute,"5,232",3.99,184.17,,,,,806.26,"2,681.41","2,671.31",3,154,,,,,219,884.5,"1,589.5",31.25,10.37,,,3.00,0.07,,
12/11/2017,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,624,4.44,118.29,,,,,218.47,"2,355.00","1,034.95",3,85,,,,,59,"1,186",420.5,35.61,1.67,,,1.90,0.07,,
12/11/2017,NYPD (Non-CIP),Other Crimes (In Progress),"2,571",4.04,170.53,,,,,441.74,"1,069.66","1,063.76",3,142,,,,,114,337,704,10.47,4.52,,,2.77,0.07,,
12/11/2017,NYPD (Non-CIP),Past Crime,"3,366",4.14,217.95,,,,,937.58,"4,078.68","4,000.34",3,188,,,,,303.5,"1,747.5","2,498",52.35,11.99,,,3.56,0.07,,
12/11/2017,NYPD (Non-CIP),Police Officer/Security Holding Suspect,229,4.45,109.83,,,,,469.11,"1,606.91","1,602.43",3,80,,,,,136,608,"1,030",18.96,5.99,,,1.76,0.07,,
12/11/2017,NYPD (Non-CIP),Possible Crimes,"8,021",4.02,152.89,,,,,787.86,"3,022.95","2,909.46",3,117,,,,,260,"1,112","1,721",37.25,10.58,,,2.48,0.07,,
12/11/2017,NYPD (Non-CIP),Vehicle Accident,"4,497",4.14,177.66,,,,,955.07,"3,988.69","3,922.21",3,147,,,,,356,"1,961","2,818",50.56,12.96,,,2.89,0.07,,
12/04/2017,EMS,1. Life Threating Med Emergencies,"10,096",3.64,63.11,,,68.26,120.55,150.42,539.57,481.00,3,66.5,,,11,38,75.5,342,413.5,6.49,1.33,0.78,0.11,0.99,0.06,,
12/04/2017,EMS,2. Non-Life Threatening Med Emergencies,"14,418",3.63,89.53,,,96.25,136.20,195.06,754.63,660.45,3,82.25,,,11.5,41.5,79.5,470,541.75,9.33,1.60,0.55,0.15,1.43,0.06,,
12/04/2017,FDNY,1. Structural Fires,307,3.55,86.47,,,,,102.37,306.77,290.52,3,62,,,,,11,197,284,3.41,0.26,,,1.38,0.06,,
12/04/2017,FDNY,2. Non-Structural Fires,257,3.61,97.37,,,,,111.96,356.29,342.25,3,66,,,,,10,228,323,4.07,0.24,,,1.56,0.06,,
12/04/2017,FDNY,3. Medical Emergencies,"3,110",3.66,187.05,,,72.74,183.02,217.15,502.10,422.52,3,114,,,5,52,8,266,394,4.75,0.50,1.88,0.09,3.06,0.06,,
12/04/2017,FDNY,4. Non-Medical Emergencies,"2,883",3.69,162.38,,,,,179.80,478.42,443.97,3,77,,,,,12,267,373,4.98,0.29,,,2.64,0.06,,
12/04/2017,NYPD,1. Critical,959,3.59,122.91,,,,,227.50,414.73,409.65,3,89,,,,,58,136,318,3.12,1.74,,,1.99,0.06,,
12/04/2017,NYPD,2. Serious,"2,218",3.54,118.42,,,,,253.29,545.01,531.65,3,89,,,,,73,184,389,4.86,2.25,,,1.91,0.06,,
12/04/2017,NYPD,3. Non-Critical,711,3.59,163.14,,,,,502.31,"1,258.66","1,228.20",3,132,,,,,118,379,703,12.61,5.65,,,2.66,0.06,,
12/04/2017,NYPD (Non-CIP),Alarms,"2,547",3.64,122.64,,,,,657.28,"2,656.36","2,656.36",3,105,,,,,240,"1,007","1,630",33.32,8.91,,,1.98,0.06,,
12/04/2017,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,312",3.52,168.41,,,,,699.39,"2,160.21","2,144.79",3,145,,,,,203,723,"1,334",24.35,8.85,,,2.75,0.06,,
12/04/2017,NYPD (Non-CIP),Dispute,"5,342",3.61,179.72,,,,,795.34,"2,673.34","2,657.39",3,151,,,,,213,874.5,"1,545",31.30,10.26,,,2.94,0.06,,
12/04/2017,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,455,3.68,110.94,,,,,197.83,"2,261.85",959.40,3,82,,,,,56,"1,348",383,34.40,1.45,,,1.79,0.06,,
12/04/2017,NYPD (Non-CIP),Other Crimes (In Progress),"2,651",3.56,165.07,,,,,447.52,"1,053.31","1,049.33",3,140,,,,,112,328,682,10.10,4.71,,,2.69,0.06,,
12/04/2017,NYPD (Non-CIP),Past Crime,"3,559",3.67,215.16,,,,,979.53,"4,041.28","3,979.46",3,183,,,,,293,"1,715","2,478",51.03,12.74,,,3.52,0.06,,
12/04/2017,NYPD (Non-CIP),Police Officer/Security Holding Suspect,257,3.74,95.62,,,,,492.13,"1,581.35","1,576.85",3,75,,,,,131,563,912,18.15,6.61,,,1.53,0.06,,
12/04/2017,NYPD (Non-CIP),Possible Crimes,"8,316",3.60,149.47,,,,,740.90,"2,939.04","2,866.00",3,111,,,,,226,"1,070","1,623",36.64,9.86,,,2.43,0.06,,
12/04/2017,NYPD (Non-CIP),Vehicle Accident,"3,797",3.60,171.12,,,,,918.93,"3,875.64","3,793.27",3,144,,,,,322,"1,868","2,644",49.28,12.46,,,2.79,0.06,,
11/27/2017,EMS,1. Life Threating Med Emergencies,"10,559",3.80,63.84,,,68.88,123.13,153.44,539.11,476.32,3,70,,,11,38.5,76,338,406.25,6.43,1.34,0.79,0.11,1.00,0.06,,
11/27/2017,EMS,2. Non-Life Threatening Med Emergencies,"14,181",3.80,87.05,,,93.96,131.76,195.47,765.07,661.76,3,85,,,11.5,41.5,80.5,471,537.5,9.49,1.60,0.47,0.15,1.39,0.06,,
11/27/2017,FDNY,1. Structural Fires,363,3.79,74.06,,,,,86.61,284.37,280.54,3,61,,,,,10,196,271,3.30,0.21,,,1.17,0.06,,
11/27/2017,FDNY,2. Non-Structural Fires,234,3.95,84.00,,,,,98.42,390.03,345.21,4,60,,,,,10.5,231.5,308.5,4.86,0.24,,,1.33,0.07,,
11/27/2017,FDNY,3. Medical Emergencies,"3,262",3.83,184.23,,,71.64,180.21,210.85,487.58,415.68,3,111,,,5,49,7,260,386,4.61,0.44,1.85,0.09,3.01,0.06,,
11/27/2017,FDNY,4. Non-Medical Emergencies,"2,854",3.86,177.38,,,,,194.79,496.26,460.89,3,77,,,,,12,267,378,5.02,0.29,,,2.89,0.06,,
11/27/2017,NYPD,1. Critical,"1,030",3.71,121.58,,,,,228.23,406.53,393.27,3,92,,,,,61,121,319,2.97,1.78,,,1.96,0.06,,
11/27/2017,NYPD,2. Serious,"2,437",3.70,122.67,,,,,257.77,547.08,526.99,3,93,,,,,72,186,402,4.82,2.25,,,1.98,0.06,,
11/27/2017,NYPD,3. Non-Critical,732,3.57,171.07,,,,,481.15,"1,252.18","1,233.84",3,136.5,,,,,133.5,395,751.5,12.85,5.17,,,2.79,0.06,,
11/27/2017,NYPD (Non-CIP),Alarms,"2,443",3.78,124.07,,,,,662.64,"2,762.67","2,762.67",3,105,,,,,249,"1,100","1,682",35.00,8.98,,,2.00,0.06,,
11/27/2017,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,402",3.77,174.89,,,,,708.34,"2,117.36","2,103.07",3,150.5,,,,,206,652,"1,252",23.48,8.89,,,2.85,0.06,,
11/27/2017,NYPD (Non-CIP),Dispute,"5,643",3.67,180.18,,,,,794.97,"2,645.57","2,634.96",3,151,,,,,220,865,"1,548",30.84,10.25,,,2.94,0.06,,
11/27/2017,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,493,3.98,117.16,,,,,220.72,"2,269.08",901.54,3,84,,,,,59,"1,195",390,34.14,1.73,,,1.89,0.07,,
11/27/2017,NYPD (Non-CIP),Other Crimes (In Progress),"2,886",3.93,167.81,,,,,442.02,"1,069.66","1,065.95",3,136,,,,,110,324.5,678.5,10.46,4.57,,,2.73,0.07,,
11/27/2017,NYPD (Non-CIP),Past Crime,"3,613",3.67,215.72,,,,,970.64,"4,057.29","3,986.52",3,184,,,,,291,"1,776","2,528",51.44,12.58,,,3.53,0.06,,
11/27/2017,NYPD (Non-CIP),Police Officer/Security Holding Suspect,211,3.93,104.56,,,,,584.71,"1,628.73","1,625.71",3,78,,,,,125,606,"1,084",17.40,8.00,,,1.68,0.07,,
11/27/2017,NYPD (Non-CIP),Possible Crimes,"8,363",3.76,152.42,,,,,794.72,"3,092.83","2,997.54",3,115,,,,,264,"1,100","1,740",38.30,10.71,,,2.48,0.06,,
11/27/2017,NYPD (Non-CIP),Vehicle Accident,"3,805",3.69,170.87,,,,,920.31,"3,944.41","3,881.01",3,143,,,,,337,"1,897","2,625",50.40,12.49,,,2.79,0.06,,
11/20/2017,EMS,1. Life Threating Med Emergencies,"9,949",3.72,65.47,,,70.73,122.98,148.92,521.05,460.06,3,68,,,10.5,37.5,72,323,397.5,6.20,1.27,0.78,0.11,1.03,0.06,,
11/20/2017,EMS,2. Non-Life Threatening Med Emergencies,"13,266",3.71,92.59,,,99.13,149.25,186.98,700.59,610.47,3,84,,,10,41.5,75,440.5,509.5,8.56,1.40,0.70,0.14,1.48,0.06,,
11/20/2017,FDNY,1. Structural Fires,424,3.68,96.54,,,,,110.17,309.60,285.89,3,62.5,,,,,11,190.5,275,3.32,0.23,,,1.55,0.06,,
11/20/2017,FDNY,2. Non-Structural Fires,167,3.85,77.33,,,,,90.61,338.07,331.06,3,64,,,,,10,233,309,4.12,0.22,,,1.22,0.06,,
11/20/2017,FDNY,3. Medical Emergencies,"3,144",3.75,175.92,,,72.14,172.19,203.11,480.47,403.10,3,110,,,5,49,8,258,383,4.62,0.45,1.70,0.09,2.87,0.06,,
11/20/2017,FDNY,4. Non-Medical Emergencies,"2,892",3.80,189.86,,,,,205.56,503.61,455.62,3,77,,,,,12,263,366,4.97,0.26,,,3.10,0.06,,
11/20/2017,NYPD,1. Critical,"1,016",3.79,120.89,,,,,218.05,397.05,379.76,3,88,,,,,62,132.5,317,2.98,1.62,,,1.95,0.06,,
11/20/2017,NYPD,2. Serious,"2,263",3.73,118.21,,,,,235.50,525.77,501.16,3,90,,,,,69,175,374,4.84,1.95,,,1.91,0.06,,
11/20/2017,NYPD,3. Non-Critical,674,3.75,170.35,,,,,464.19,"1,191.68","1,147.81",3,138,,,,,113,360.5,714,12.12,4.90,,,2.78,0.06,,
11/20/2017,NYPD (Non-CIP),Alarms,"2,737",3.66,124.22,,,,,656.66,"2,615.35","2,615.35",3,105,,,,,256,975,"1,541",32.64,8.87,,,2.01,0.06,,
11/20/2017,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,270",3.79,171.32,,,,,663.76,"2,079.22","2,068.74",3,152,,,,,191.5,641,"1,186.5",23.59,8.21,,,2.79,0.06,,
11/20/2017,NYPD (Non-CIP),Dispute,"5,646",3.64,181.28,,,,,733.02,"2,357.17","2,343.01",3,151,,,,,196,734,"1,363.5",27.07,9.20,,,2.96,0.06,,
11/20/2017,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,478,3.95,112.87,,,,,206.87,"2,099.82",811.78,3,81,,,,,55,"1,150",379.5,31.55,1.57,,,1.82,0.07,,
11/20/2017,NYPD (Non-CIP),Other Crimes (In Progress),"2,701",3.76,168.46,,,,,441.16,"1,031.20","1,027.21",3,137,,,,,105,312,644,9.83,4.55,,,2.74,0.06,,
11/20/2017,NYPD (Non-CIP),Past Crime,"3,334",3.61,219.09,,,,,880.58,"3,575.16","3,532.39",3,187,,,,,245.5,"1,484.5","2,226",44.91,11.02,,,3.59,0.06,,
11/20/2017,NYPD (Non-CIP),Police Officer/Security Holding Suspect,233,3.69,102.44,,,,,369.57,"1,502.53","1,495.06",3,74,,,,,120,510,872,18.88,4.45,,,1.65,0.06,,
11/20/2017,NYPD (Non-CIP),Possible Crimes,"8,285",3.67,147.98,,,,,706.38,"2,846.42","2,751.74",3,111,,,,,212,"1,015","1,542",35.67,9.31,,,2.41,0.06,,
11/20/2017,NYPD (Non-CIP),Vehicle Accident,"3,703",3.67,174.31,,,,,885.85,"3,630.73","3,577.74",3,145,,,,,296,"1,731","2,433",45.75,11.86,,,2.84,0.06,,
11/13/2017,EMS,1. Life Threating Med Emergencies,"10,041",3.96,63.34,,,68.52,121.61,149.64,532.35,472.36,3,67,,,12,38,73.5,338.5,411.25,6.38,1.31,0.80,0.11,0.99,0.07,,
11/13/2017,EMS,2. Non-Life Threatening Med Emergencies,"13,751",3.84,93.46,,,100.30,147.33,196.49,744.89,647.07,3,83,,,11.5,41.5,77,462,537.5,9.14,1.50,0.61,0.15,1.50,0.06,,
11/13/2017,FDNY,1. Structural Fires,317,4.17,77.37,,,,,90.74,290.39,285.56,3,62,,,,,11,197,278,3.33,0.22,,,1.22,0.07,,
11/13/2017,FDNY,2. Non-Structural Fires,155,3.66,69.11,,,,,84.35,355.83,349.39,3,57,,,,,10,239,309,4.52,0.25,,,1.09,0.06,,
11/13/2017,FDNY,3. Medical Emergencies,"3,056",3.97,182.17,,,70.88,178.31,210.60,491.80,410.35,3,110,,,5,49,8,257.5,382,4.69,0.47,1.83,0.08,2.97,0.07,,
11/13/2017,FDNY,4. Non-Medical Emergencies,"3,146",3.99,181.92,,,,,198.38,508.34,468.32,3,75,,,,,12,272,380,5.17,0.27,,,2.97,0.07,,
11/13/2017,NYPD,1. Critical,"1,047",3.81,121.91,,,,,230.19,416.95,401.13,3,91,,,,,59,138,324,3.11,1.80,,,1.97,0.06,,
11/13/2017,NYPD,2. Serious,"2,263",3.83,116.04,,,,,258.99,545.80,526.28,3,88,,,,,71,180,389,4.78,2.38,,,1.87,0.06,,
11/13/2017,NYPD,3. Non-Critical,683,3.95,166.49,,,,,456.91,"1,213.90","1,195.44",3,138,,,,,119,357,719,12.62,4.84,,,2.71,0.07,,
11/13/2017,NYPD (Non-CIP),Alarms,"2,912",3.86,123.80,,,,,686.00,"2,641.22","2,640.93",3,104,,,,,253,974.5,"1,565",32.59,9.37,,,2.00,0.06,,
11/13/2017,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,292",3.86,169.80,,,,,688.42,"2,111.18","2,106.06",3,145,,,,,197,647,"1,171",23.71,8.64,,,2.77,0.06,,
11/13/2017,NYPD (Non-CIP),Dispute,"5,359",3.86,178.71,,,,,768.15,"2,665.52","2,650.82",3,150,,,,,213,852,"1,523",31.62,9.82,,,2.91,0.06,,
11/13/2017,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,529,4.06,111.33,,,,,205.36,"2,171.87",946.11,3,82,,,,,56,"1,136",403,32.78,1.57,,,1.79,0.07,,
11/13/2017,NYPD (Non-CIP),Other Crimes (In Progress),"2,806",4.05,165.00,,,,,428.71,"1,015.51","1,012.99",3,137,,,,,112,320,659.5,9.78,4.40,,,2.68,0.07,,
11/13/2017,NYPD (Non-CIP),Past Crime,"3,393",3.73,213.45,,,,,931.97,"3,917.79","3,838.73",3,181,,,,,297,"1,692","2,414",49.76,11.98,,,3.50,0.06,,
11/13/2017,NYPD (Non-CIP),Police Officer/Security Holding Suspect,232,3.88,105.94,,,,,396.35,"1,448.88","1,440.04",3,79.5,,,,,121,634.5,"1,048.5",17.54,4.84,,,1.70,0.06,,
11/13/2017,NYPD (Non-CIP),Possible Crimes,"8,474",3.85,149.14,,,,,761.01,"3,061.05","2,942.43",3,113,,,,,242,"1,069","1,642",38.33,10.20,,,2.42,0.06,,
11/13/2017,NYPD (Non-CIP),Vehicle Accident,"4,189",3.79,170.32,,,,,862.85,"3,851.16","3,799.30",3,144,,,,,313,"1,883","2,608",49.81,11.54,,,2.78,0.06,,
11/06/2017,EMS,1. Life Threating Med Emergencies,"9,825",3.53,62.09,,,67.10,123.22,150.39,525.24,465.83,3,63,,,11,37.5,72.5,328.75,397.25,6.25,1.31,0.81,0.11,0.98,0.06,,
11/06/2017,EMS,2. Non-Life Threatening Med Emergencies,"13,670",3.50,93.88,,,100.87,151.13,203.22,724.92,631.34,3,82.5,,,11.5,41,78,440,526,8.70,1.58,0.65,0.15,1.51,0.06,,
11/06/2017,FDNY,1. Structural Fires,345,3.52,81.76,,,,,96.27,293.84,286.34,3,61,,,,,11,194,274,3.29,0.24,,,1.30,0.06,,
11/06/2017,FDNY,2. Non-Structural Fires,173,3.53,62.14,,,,,77.38,330.95,325.01,3,55,,,,,10,231,309,4.23,0.25,,,0.98,0.06,,
11/06/2017,FDNY,3. Medical Emergencies,"2,982",3.59,171.44,,,71.76,167.68,196.46,479.19,403.99,3,107,,,5,48,7,262.5,384,4.71,0.42,1.63,0.09,2.80,0.06,,
11/06/2017,FDNY,4. Non-Medical Emergencies,"3,402",3.47,162.13,,,,,177.97,476.31,443.70,3,75,,,,,12,265,367,4.97,0.26,,,2.64,0.06,,
11/06/2017,NYPD,1. Critical,"1,007",3.45,112.96,,,,,212.63,393.09,381.31,3,84,,,,,55,132,309,3.01,1.66,,,1.83,0.06,,
11/06/2017,NYPD,2. Serious,"2,215",3.54,116.49,,,,,246.48,563.27,533.82,3,90,,,,,68,177,380,5.28,2.17,,,1.88,0.06,,
11/06/2017,NYPD,3. Non-Critical,684,3.51,160.77,,,,,448.12,"1,120.80","1,080.12",3,131,,,,,112.5,364,687,11.21,4.79,,,2.62,0.06,,
11/06/2017,NYPD (Non-CIP),Alarms,"2,885",3.49,122.81,,,,,649.10,"2,689.91","2,689.33",3,104,,,,,249,"1,084","1,692",34.01,8.77,,,1.99,0.06,,
11/06/2017,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,326",3.40,167.63,,,,,627.54,"2,024.03","2,010.33",3,144,,,,,190.5,669,"1,181",23.27,7.67,,,2.74,0.06,,
11/06/2017,NYPD (Non-CIP),Dispute,"5,291",3.46,179.26,,,,,770.21,"2,672.23","2,657.15",3,151,,,,,211,850,"1,491",31.70,9.85,,,2.93,0.06,,
11/06/2017,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,517,3.42,108.32,,,,,200.84,"2,267.48",808.96,3,83,,,,,55,"1,272",375,34.44,1.54,,,1.75,0.06,,
11/06/2017,NYPD (Non-CIP),Other Crimes (In Progress),"2,657",3.47,161.88,,,,,408.58,987.59,981.66,3,136,,,,,110,323,664,9.65,4.11,,,2.64,0.06,,
11/06/2017,NYPD (Non-CIP),Past Crime,"3,404",3.41,210.80,,,,,841.55,"3,840.74","3,766.41",3,178,,,,,251,"1,598.5","2,315",49.99,10.51,,,3.46,0.06,,
11/06/2017,NYPD (Non-CIP),Police Officer/Security Holding Suspect,201,3.75,98.76,,,,,425.70,"1,643.74","1,638.61",3,81,,,,,115,723,"1,104",20.30,5.45,,,1.58,0.06,,
11/06/2017,NYPD (Non-CIP),Possible Crimes,"8,151",3.48,146.19,,,,,715.15,"2,920.53","2,820.05",3,111,,,,,224,"1,092","1,604",36.76,9.48,,,2.38,0.06,,
11/06/2017,NYPD (Non-CIP),Vehicle Accident,"3,936",3.36,163.74,,,,,844.67,"3,784.37","3,703.47",3,137,,,,,298,"1,889.5","2,616.5",49.00,11.35,,,2.67,0.06,,
10/30/2017,EMS,1. Life Threating Med Emergencies,"9,548",4.22,60.83,,,72.38,142.19,197.69,585.53,497.32,3,62.5,,,11,37.5,75,330.5,398,6.46,2.11,1.05,0.22,0.95,0.07,,
10/30/2017,EMS,2. Non-Life Threatening Med Emergencies,"12,679",3.84,83.50,,,96.39,135.09,270.72,848.22,716.55,3,77,,,10.5,41,81,468,540.5,9.62,2.85,0.51,0.25,1.33,0.06,,
10/30/2017,FDNY,1. Structural Fires,273,4.18,74.26,,,,,88.37,284.31,280.43,3,61,,,,,11,193,277,3.27,0.24,,,1.17,0.07,,
10/30/2017,FDNY,2. Non-Structural Fires,118,3.60,108.25,,,,,123.32,389.55,320.37,3,57,,,,,11,234.5,319,4.44,0.25,,,1.74,0.06,,
10/30/2017,FDNY,3. Medical Emergencies,"3,049",3.86,254.47,,,70.70,248.97,288.95,570.35,471.31,3,112,,,5,51,7,259,390,4.69,0.57,3.03,0.09,4.18,0.06,,
10/30/2017,FDNY,4. Non-Medical Emergencies,"2,919",3.93,195.29,,,,,212.57,519.92,482.58,3,76,,,,,12,270,378,5.12,0.29,,,3.19,0.07,,
10/30/2017,NYPD,1. Critical,986,3.73,108.67,,,,,215.25,417.24,384.82,3,83,,,,,61,130,310,3.37,1.78,,,1.75,0.06,,
10/30/2017,NYPD,2. Serious,"2,242",3.82,109.54,,,,,255.92,548.93,533.36,3,85,,,,,73,175,382,4.88,2.44,,,1.76,0.06,,
10/30/2017,NYPD,3. Non-Critical,694,3.75,152.94,,,,,448.46,"1,245.19","1,232.66",3,124,,,,,130,393.5,756,13.28,4.93,,,2.49,0.06,,
10/30/2017,NYPD (Non-CIP),Alarms,"2,211",3.78,120.09,,,,,819.33,"3,195.94","3,195.94",3,102,,,,,294,"1,219","1,860",39.61,11.65,,,1.94,0.06,,
10/30/2017,NYPD (Non-CIP),Disorderly Person/Group/Noise,"1,178",6.86,152.55,,,,,776.20,"2,256.26","2,241.33",3,129.5,,,,,264,657,"1,258.5",24.67,10.39,,,2.43,0.11,,
10/30/2017,NYPD (Non-CIP),Dispute,"4,785",3.71,168.86,,,,,896.40,"2,919.51","2,907.74",3,139,,,,,253,875,"1,609",33.72,12.13,,,2.75,0.06,,
10/30/2017,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,534,4.08,126.67,,,,,241.07,"2,416.74","1,269.40",3,90,,,,,60,"1,267",477.5,36.26,1.91,,,2.04,0.07,,
10/30/2017,NYPD (Non-CIP),Other Crimes (In Progress),"2,610",5.10,146.86,,,,,473.91,"1,140.35","1,130.37",3,118,,,,,120.5,333,666.5,11.11,5.45,,,2.36,0.08,,
10/30/2017,NYPD (Non-CIP),Past Crime,"3,058",3.60,199.63,,,,,"1,030.34","4,369.70","4,278.90",3,168,,,,,312.5,"1,839","2,697.5",55.66,13.85,,,3.27,0.06,,
